0,584,243.3017600,1371.5010000,11.7997100,270.0000000,245,245,0;
1,584,293.5000000,1340.1000000,11.6000000,267.9950000,245,245,0;
2,584,293.6000100,1346.4000000,11.5000000,267.9950000,245,245,0;
3,584,293.7999900,1358.5000000,11.4000000,267.9950000,245,245,0;
4,584,293.7002000,1352.5996000,11.5000000,267.9950000,245,245,0;
5,584,293.7999900,1363.9000000,11.4000000,267.9950000,245,245,0;
6,584,293.7999900,1369.4000000,11.4000000,267.9950000,245,245,0;
7,584,293.8999900,1374.6000000,11.4000000,267.9950000,245,245,0;
8,584,294.0000000,1380.4000000,11.4000000,267.9950000,245,245,0;
9,584,293.6000100,1385.6000000,11.4000000,267.9950000,245,245,0;
10,514,305.3999900,1346.0000000,10.7000000,268.0000000,37,37,0;
11,514,305.6000100,1339.6000000,10.8000000,267.9950000,37,37,0;
12,514,305.2000100,1363.5000000,10.3000000,267.9950000,37,37,0;
13,514,305.5000000,1352.2002000,10.5000000,267.9950000,37,37,0;
14,514,305.2998000,1358.0996000,10.3000000,267.9950000,37,37,0;
15,514,305.0996100,1385.2002000,10.1000000,267.9950000,37,37,0;
16,514,305.0000000,1369.0000000,10.3000000,267.9950000,37,37,0;
17,514,305.0996100,1374.2002000,10.2000000,267.9950000,37,37,0;
18,514,305.5000000,1380.0000000,10.1000000,267.9950000,37,37,0;
19,514,254.8999900,1371.5000000,11.3000000,267.9950000,37,37,0;
