0,448,2098.2000000,-1791.8000000,13.1000000,86.0000000,3,6,0;
1,448,2098.2000000,-1793.7000000,13.1000000,85.9950000,3,6,0;
2,448,2098.2000000,-1795.7000000,13.1000000,85.9950000,3,6,0;
3,448,2098.2000000,-1797.8000000,13.1000000,85.9950000,3,6,0;
4,448,2098.2000000,-1799.8000000,13.1000000,85.9950000,3,6,0;
5,448,2098.2002000,-1801.9004000,13.1000000,85.9900000,3,6,0;
6,448,2098.0000000,-1812.2000000,13.1000000,85.9900000,3,6,0;
7,448,2098.0000000,-1818.2000000,13.1000000,85.9900000,3,6,0;
8,448,2098.0000000,-1814.2998000,13.1000000,85.9900000,3,6,0;
9,448,2098.0000000,-1816.2002000,13.1000000,85.9900000,3,6,0;
10,448,2098.0000000,-1820.3000000,13.1000000,85.9900000,3,6,0;
11,448,2098.1001000,-1822.2000000,13.1000000,85.9900000,3,6,0;
