0,515,2680.8000500,-2391.6001000,14.8000000,154.0000000,102,28,0;
1,435,2679.3000000,-2529.0000000,14.0000000,0.0000000,102,0,0;
2,515,2679.4004000,-2518.7002000,14.4000000,0.0000000,102,28,0;
3,435,2649.0000000,-2452.3994000,14.3000000,270.0000000,102,0,0;
4,435,2670.6005900,-2460.0996100,14.3000000,238.0000000,102,0,0;
5,435,2670.6001000,-2469.1001000,14.3000000,237.9970000,102,0,0;
6,435,2670.6001000,-2486.8000000,14.3000000,235.9970000,102,0,0;
7,435,2670.5000000,-2478.0996000,14.3000000,237.9970000,102,0,0;
8,515,2660.2998000,-2452.5000000,14.8000000,270.0000000,102,28,0;
9,515,2705.2002000,-2391.8994000,14.8000000,153.9950000,102,28,0;
10,515,2696.7002000,-2391.5996000,14.8000000,153.9950000,102,28,0;
11,515,2688.7998000,-2391.5996000,14.8000000,153.9950000,102,28,0;
12,515,2765.3000000,-2556.2000000,14.8000000,269.9950000,102,28,0;
13,435,2754.1001000,-2556.2000000,14.3000000,270.0000000,102,0,0;
14,435,2804.6005900,-2546.2002000,14.3000000,53.9980000,102,0,0;
15,435,2804.3999000,-2539.0000000,14.3000000,53.9980000,102,0,0;
16,515,2795.6001000,-2539.8999000,14.8000000,53.9920000,102,28,0;
17,515,2795.3999000,-2532.5000000,14.8000000,53.9920000,102,28,0;
18,435,2804.5000000,-2553.2998000,14.3000000,53.9980000,102,0,0;
19,515,2795.2998000,-2546.5996000,14.8000000,53.9920000,102,28,0;
20,435,2638.3999000,-2390.0000000,14.3000000,270.0000000,102,0,0;
