0,448,-1722.1000000,1353.5000000,6.8000000,139.9990000,3,6,0;
1,448,-1721.0000000,1352.4000000,6.8000000,139.9990000,3,6,0;
2,448,-1719.9000000,1351.3000000,6.8000000,139.9990000,3,6,0;
3,448,-1718.8000000,1350.2000000,6.8000000,139.9990000,3,6,0;
4,448,-1717.9000000,1349.3000000,6.8000000,139.9990000,3,6,0;
5,448,-1716.7000000,1348.1000000,6.8000000,139.9990000,3,6,0;
6,448,-1805.6000000,947.7000100,24.6000000,229.9990000,3,6,0;
7,448,-1805.6000000,949.4000200,24.6000000,229.9990000,3,6,0;
8,448,-1805.7000000,951.0000000,24.6000000,229.9990000,3,6,0;
9,448,-1805.7000000,952.7000100,24.6000000,229.9990000,3,6,0;
10,522,-1797.0000000,1312.5000000,59.4000000,180.0000000,146,144,0;
