0,448,2375.6001000,2539.5000000,10.5000000,113.9940000,3,6,0;
1,448,2375.6001000,2537.8999000,10.5000000,113.9940000,3,6,0;
2,448,2375.6001000,2536.2000000,10.5000000,113.9940000,3,6,0;
3,448,2375.6001000,2534.8000000,10.5000000,113.9940000,3,6,0;
4,448,2375.6001000,2533.2000000,10.5000000,113.9940000,3,6,0;
5,448,2375.6001000,2531.7000000,10.5000000,113.9940000,3,6,0;
6,448,2759.8000000,2469.3000000,10.7000000,165.9920000,3,6,0;
7,448,2760.6001000,2468.5000000,10.7000000,165.9920000,3,6,0;
8,448,2761.5000000,2467.6001000,10.7000000,165.9920000,3,6,0;
9,448,2762.5000000,2466.7000000,10.7000000,165.9920000,3,6,0;
