0,482,-557.5999800,-502.1000100,25.1000000,0.0000000,6,6,0 ;
1,482,-520.5999800,-501.2999900,25.2000000,0.0000000,6,6,0 ;
2,482,-529.7002000,-501.2002000,25.2000000,0.0000000,6,6,0 ;
3,482,-579.2999900,-471.2999900,25.8000000,178.0000000,6,6,0 ;
4,482,-584.2999900,-471.2999900,25.8000000,177.9950000,6,6,0 ;
5,482,-589.5000000,-471.2999900,25.8000000,177.9950000,6,6,0 ;
6,482,-575.0000000,-471.2999900,25.8000000,177.9950000,6,6,0 ;
7,482,-569.7000100,-471.1000100,25.8000000,177.9950000,6,6,0 ;
8,482,-564.5000000,-471.2000100,25.8000000,177.9950000,6,6,0 ;
9,482,-575.0999800,-487.7999900,25.8000000,179.9950000,6,6,0 ;
10,482,-584.5999800,-487.7000100,25.8000000,179.9950000,6,6,0 ;
11,482,-570.0999800,-487.7999900,25.8000000,179.9950000,6,6,0 ;
