3578,293.7000100,1411.8000000,9.8000000,0.0000000,356.0000000,179.9900000 ;
3578,279.5000000,1411.8000000,10.2000000,0.0000000,0.0000000,179.9950000 ;
3578,145.3000000,1368.0000000,10.4000000,0.0000000,0.0000000,91.9880000 ;
3578,155.3000000,1382.2000000,10.4000000,0.0000000,0.0000000,91.9900000 ;
3578,155.7000000,1369.3000000,10.4000000,0.0000000,0.0000000,91.9900000 ;
3578,144.8000000,1380.0000000,10.4000000,0.0000000,0.0000000,91.9880000 ;
3578,144.8000000,1404.2000000,10.4000000,0.0000000,0.0000000,91.9880000 ;
3578,144.3999900,1415.5000000,10.4000000,0.0000000,0.0000000,91.9880000 ;
3578,155.8000000,1405.0000000,10.4000000,0.0000000,0.0000000,91.9890000 ;
3578,155.3000000,1417.3000000,10.4000000,0.0000000,0.0000000,91.9890000 ;
3578,148.8000000,1469.8000000,10.4000000,0.0000000,0.0000000,53.9890000 ;
3578,156.5000000,1479.3000000,10.4000000,0.0000000,0.0000000,49.9880000 ;
3578,169.0000000,1472.9000000,10.4000000,0.0000000,0.0000000,29.9870000 ;
3578,159.8999900,1464.5000000,10.4000000,0.0000000,0.0000000,59.9870000 ;
3578,155.6000100,1453.5000000,10.4000000,0.0000000,0.0000000,87.9860000 ;
3578,155.6000100,1439.9000000,10.4000000,0.0000000,0.0000000,89.9840000 ;
3578,194.8000000,1476.5000000,10.4000000,0.0000000,0.0000000,359.9840000 ;
3578,207.8000000,1476.4000000,10.4000000,0.0000000,0.0000000,359.9840000 ;
3578,221.2000000,1476.3000000,10.4000000,0.0000000,0.0000000,359.9840000 ;
3578,247.7000000,1476.3000000,10.4000000,0.0000000,0.0000000,359.9840000 ;
3578,233.6000100,1476.4000000,10.4000000,0.0000000,0.0000000,359.9840000 ;
3578,180.7000000,1476.6000000,10.4000000,0.0000000,0.0000000,359.9840000 ;
3578,260.7000100,1472.3000000,10.4000000,0.0000000,0.0000000,325.9840000 ;
3578,263.8999900,1457.6000000,10.4000000,0.0000000,0.0000000,241.9810000 ;
3578,260.8999900,1445.4000000,10.4000000,0.0000000,0.0000000,269.9780000 ;
3578,260.8999900,1432.9000000,10.4000000,0.0000000,0.0000000,269.9780000 ;
3578,260.8999900,1419.8000000,10.4000000,0.0000000,0.0000000,269.9780000 ;
3578,266.0000000,1411.7000000,10.4000000,0.0000000,0.0000000,359.9730000 ;
3578,303.8999900,1411.8000000,9.0000000,0.0000000,355.0000000,179.9890000 ;
3578,312.7999900,1411.8000000,8.3000000,0.0000000,356.0000000,179.9900000 ;
3578,152.3999900,1428.1000000,10.4000000,0.0000000,0.0000000,89.9840000 ;
3578,147.3000000,1428.1000000,10.4000000,0.0000000,0.0000000,91.9840000 ;
3578,144.6000100,1437.9000000,10.4000000,0.0000000,0.0000000,89.9890000 ;
3578,147.6000100,1399.4000000,10.4000000,0.0000000,0.0000000,91.9830000 ;
3578,152.8000000,1399.4000000,10.4000000,0.0000000,0.0000000,91.9830000 ;
1633,150.2000000,1411.2000000,9.3000000,344.0000000,0.0000000,182.0000000 ;
